violation_type,count
"[""NO PARKING"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""PARKING OTHER THAN BUS STOP""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING ON FOOTPATH"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING ON FOOTPATH"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""NO PARKING"",""WRONG PARKING""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""NO PARKING"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING OTHER THAN BUS STOP""]",1
"[""NO PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DEFECTIVE NUMBER PLATE""]",1
"[""DOUBLE PARKING"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""PARKING IN A MAIN ROAD"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING ON FOOTPATH"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""WRONG PARKING"",""NO PARKING""]",1
"[""PARKING NEAR ROAD CROSSING"",""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING IN A MAIN ROAD"",""NO PARKING""]",1
"[""WRONG PARKING"",""REFUSE TO GO FOR HIRE"",""PARKING OTHER THAN BUS STOP""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""DOUBLE PARKING"",""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING ON FOOTPATH"",""DOUBLE PARKING"",""WRONG PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""PARKING IN A MAIN ROAD"",""NO PARKING"",""DOUBLE PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""DOUBLE PARKING"",""NO PARKING"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING ON FOOTPATH"",""NO PARKING"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""WRONG PARKING"",""WITHOUT SIDE MIRROR""]",1
"[""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""NO PARKING"",""DOUBLE PARKING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING ON FOOTPATH"",""DOUBLE PARKING""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""OBSTRUCTING DRIVER""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""DEFECTIVE NUMBER PLATE""]",1
"[""WRONG PARKING"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE"",""DEFECTIVE NUMBER PLATE"",""DOUBLE PARKING""]",1
"[""NO PARKING"",""DOUBLE PARKING"",""PARKING NEAR ROAD CROSSING"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""WRONG PARKING"",""DOUBLE PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING ON FOOTPATH"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING""]",1
"[""FAIL TO USE SAFETY BELTS"",""H T V PROHIBITED"",""NO PARKING""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""WRONG PARKING""]",1
"[""PARKING ON FOOTPATH"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""NO PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""WRONG PARKING"",""DOUBLE PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING"",""WRONG PARKING"",""NO PARKING"",""REFUSE TO GO FOR HIRE""]",1
"[""DOUBLE PARKING"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""NO PARKING"",""PARKING NEAR ROAD CROSSING""]",1
"[""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING""]",1
"[""WRONG PARKING"",""DOUBLE PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING"",""WRONG PARKING""]",1
"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING IN A MAIN ROAD""]",1
"[""DEFECTIVE NUMBER PLATE"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""WITHOUT SIDE MIRROR""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""WRONG PARKING"",""NO PARKING""]",1
"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""DEMANDING EXCESS FARE""]",1
"[""H T V PROHIBITED"",""PARKING IN A MAIN ROAD"",""NO PARKING""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE""]",1
"[""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING""]",1
"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING""]",1
"[""DEFECTIVE NUMBER PLATE"",""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""RIDER NOT WEARING HELMET"",""2W/3W - USING MOBILE PHONE"",""OBSTRUCTING DRIVER""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""DOUBLE PARKING"",""WRONG PARKING"",""NO PARKING""]",1
"[""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING ON FOOTPATH""]",1
"[""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING ON FOOTPATH"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE"",""DEFECTIVE NUMBER PLATE"",""WRONG PARKING""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE""]",1
"[""DEFECTIVE NUMBER PLATE"",""WRONG PARKING"",""OBSTRUCTING DRIVER""]",1
"[""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING""]",1
"[""DOUBLE PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING IN A MAIN ROAD"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""WRONG PARKING"",""NO PARKING"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING""]",1
"[""NO PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""WRONG PARKING"",""PARKING IN A MAIN ROAD""]",1
"[""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""NO PARKING"",""PARKING ON FOOTPATH""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""WRONG PARKING"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD""]",1
"[""WRONG PARKING"",""NO PARKING"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""NO PARKING"",""REFUSE TO GO FOR HIRE""]",1
"[""DEFECTIVE NUMBER PLATE"",""OBSTRUCTING DRIVER"",""WRONG PARKING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING ON FOOTPATH"",""PARKING IN A MAIN ROAD""]",1
"[""PARKING OTHER THAN BUS STOP"",""NO PARKING"",""PARKING IN A MAIN ROAD""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING""]",1
"[""DEFECTIVE NUMBER PLATE"",""WRONG PARKING"",""DOUBLE PARKING""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""USING BLACK FILM/OTHER MATERIALS"",""NO PARKING""]",1
"[""WRONG PARKING"",""NO PARKING"",""DOUBLE PARKING"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""PARKING ON FOOTPATH"",""PARKING IN A MAIN ROAD""]",1
"[""DOUBLE PARKING"",""WRONG PARKING"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""PARKING IN A MAIN ROAD"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""DOUBLE PARKING"",""WRONG PARKING""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""REFUSE TO GO FOR HIRE"",""VIOLATING LANE DISIPLINE"",""NO PARKING"",""WRONG PARKING""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""NO PARKING""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING""]",1
"[""H T V PROHIBITED"",""DEFECTIVE NUMBER PLATE"",""NO PARKING"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING""]",1
"[""NO PARKING"",""PARKING ON FOOTPATH"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""NO PARKING""]",1
"[""DOUBLE PARKING"",""AGAINST ONE WAY/NO ENTRY"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE"",""DOUBLE PARKING"",""NO PARKING""]",1
